1,2,3,4,5,6,7,8,9,10,11,12,13,14,centre_pile,player_in_play,dices
65,4,255,239,38,0,1,0,151,76,1,11,301,58,200,10,"['d', 'C', 'd']"
65,4,255,239,38,0,1,0,151,77,0,11,301,58,200,11,['L']
65,4,255,239,38,0,1,0,151,77,1,10,301,58,200,12,"['L', 'd', 'd']"
65,4,255,239,38,0,1,0,151,77,1,10,301,58,200,13,"['d', 'd', 'd']"
65,4,255,238,38,0,1,0,151,77,1,10,301,58,201,14,"['d', 'C', 'pd']"
65,4,255,238,38,0,1,0,151,77,1,10,300,58,202,1,"['pd', 'd', 'C']"
66,4,255,238,38,0,1,0,151,77,1,10,299,58,202,2,"['pd', 'd', 'L']"
66,4,256,238,38,0,0,0,151,77,1,10,299,58,202,3,"['d', 'pd', 'd']"
66,4,256,237,40,0,0,0,151,77,1,10,299,57,202,4,"['R', 'pd', 'R']"
66,4,255,238,40,0,0,0,151,77,1,10,299,57,202,5,"['L', 'pd', 'd']"
66,4,255,238,40,0,0,0,151,77,1,10,299,57,202,6,[]
66,4,255,238,40,0,0,0,151,77,1,10,299,57,202,7,[]
66,4,255,238,40,0,0,0,151,77,1,10,299,57,202,8,[]
66,4,255,238,40,0,0,0,151,77,1,10,299,57,202,9,"['d', 'd', 'd']"
66,4,255,238,40,0,0,0,151,75,3,10,299,57,202,10,"['R', 'd', 'R']"
65,4,255,238,40,0,0,0,151,75,4,11,299,56,202,11,"['pd', 'pd', 'R']"
65,4,255,238,40,0,0,0,150,75,4,11,299,56,203,12,"['d', 'C', 'pd']"
65,4,255,238,40,0,0,0,150,75,4,11,299,56,203,13,"['d', 'd', 'd']"
65,4,255,238,40,0,0,0,150,75,4,11,300,53,205,14,"['C', 'C', 'L']"
65,5,255,238,40,0,0,0,150,75,4,11,299,53,205,1,"['R', 'pd', 'd']"
65,4,256,238,40,0,0,0,150,75,4,11,299,53,205,2,"['R', 'd', 'd']"
65,4,254,238,40,0,0,0,150,75,4,11,299,53,207,3,"['d', 'C', 'C']"
65,4,254,237,40,0,0,0,150,75,4,11,299,53,208,4,"['d', 'd', 'C']"
65,4,254,237,38,1,0,0,150,75,4,11,299,53,209,5,"['d', 'C', 'R']"
65,4,254,237,38,0,1,0,150,75,4,11,299,53,209,6,['R']
65,4,254,237,38,0,1,0,150,75,4,11,299,53,209,7,['d']
65,4,254,237,38,0,1,0,150,75,4,11,299,53,209,8,[]
65,4,254,237,38,0,1,1,148,76,4,11,299,53,209,9,"['L', 'd', 'R']"
65,4,254,237,37,0,1,1,148,76,4,11,299,53,210,10,"['d', 'pd', 'C']"
65,4,254,237,37,0,1,1,148,76,3,11,299,53,211,11,"['C', 'd', 'd']"
65,4,254,237,37,0,1,1,148,76,5,8,299,53,212,12,"['C', 'L', 'L']"
65,4,253,237,37,0,1,1,148,76,5,8,300,53,212,13,"['d', 'pd', 'd']"
66,4,253,237,37,0,1,1,148,76,5,8,300,50,214,14,"['R', 'C', 'C']"
66,5,253,237,37,0,1,1,147,76,5,8,300,50,214,1,"['R', 'pd', 'd']"
67,3,254,237,37,0,1,1,147,76,5,8,300,50,214,2,"['L', 'R', 'd']"
67,4,254,237,37,0,1,1,147,76,5,7,300,50,214,3,"['d', 'L', 'pd']"
67,4,254,235,39,0,1,1,147,76,5,7,300,50,214,4,"['R', 'R', 'd']"
67,4,254,237,36,0,1,1,147,76,5,7,300,50,215,5,"['C', 'L', 'L']"
67,4,254,237,36,0,1,1,147,76,5,7,300,50,215,6,[]
67,4,254,237,36,0,1,1,147,76,5,7,300,50,215,7,['d']
67,4,254,237,36,0,1,1,147,76,5,7,300,50,215,8,['d']
67,4,254,236,36,0,1,1,147,77,5,7,300,50,215,9,"['R', 'pd', 'd']"
66,4,254,236,36,0,1,1,148,77,5,7,300,50,215,10,"['L', 'd', 'pd']"
66,4,254,236,35,0,1,1,148,78,4,8,300,50,215,11,"['L', 'pd', 'R']"
66,4,254,236,35,0,1,1,148,78,5,6,301,50,215,12,"['R', 'L', 'd']"
66,4,254,236,35,0,1,1,147,78,5,6,301,51,215,13,"['pd', 'R', 'd']"
66,4,254,236,35,0,1,1,147,78,5,6,301,50,216,14,"['C', 'd', 'd']"
66,4,254,236,35,0,0,1,147,78,5,6,301,50,217,1,"['C', 'pd', 'd']"
66,2,255,236,35,0,0,1,147,78,5,6,301,50,218,2,"['C', 'R', 'd']"
66,2,253,236,35,0,0,1,147,78,5,6,301,50,220,3,"['d', 'C', 'C']"
66,2,253,235,35,0,0,1,147,78,5,6,301,50,221,4,"['d', 'd', 'C']"
66,2,253,235,35,0,0,1,146,78,5,6,301,50,222,5,"['d', 'pd', 'C']"
66,2,253,235,35,0,0,1,146,78,5,6,301,50,222,6,[]
66,2,253,235,35,0,0,1,146,78,5,6,301,50,222,7,[]
66,2,253,235,35,0,0,1,146,78,5,6,301,50,222,8,['d']
66,2,253,235,35,0,0,1,145,78,5,6,301,50,223,9,"['C', 'd', 'd']"
66,2,253,235,35,0,0,1,146,76,5,6,301,50,224,10,"['L', 'd', 'C']"
66,2,253,235,35,0,0,1,146,77,3,6,301,50,225,11,"['C', 'L', 'd']"
65,2,253,235,35,0,0,1,146,77,3,5,302,50,226,12,"['pd', 'R', 'C']"
65,2,253,235,35,0,0,1,146,77,3,5,301,51,226,13,"['d', 'R', 'd']"
66,2,252,235,35,0,0,1,146,77,3,5,302,50,226,14,"['R', 'L', 'pd']"
63,3,252,235,35,0,0,1,146,77,3,5,302,50,228,1,"['C', 'R', 'C']"
63,1,254,235,35,0,0,1,146,77,3,5,302,50,228,2,"['R', 'R', 'd']"
63,2,252,235,35,0,0,1,146,77,3,5,302,50,229,3,"['d', 'L', 'C']"
63,2,253,235,35,0,0,1,146,77,3,4,302,50,229,4,"['L', 'd', 'pd']"
63,2,253,235,32,2,0,1,146,77,3,4,302,50,230,5,"['R', 'C', 'R']"
63,2,253,235,32,2,1,1,146,77,3,4,301,50,230,6,"['R', 'pd']"
63,2,253,235,32,3,0,1,146,77,3,4,301,50,230,7,['L']
63,2,253,235,32,3,0,0,147,77,3,4,301,50,230,8,['R']
63,2,253,235,32,3,0,1,145,77,3,4,301,50,231,9,"['d', 'L', 'C']"
63,2,253,235,32,3,0,1,145,76,4,4,301,50,231,10,"['R', 'd', 'd']"
62,2,252,235,32,3,0,1,145,76,5,5,301,50,231,11,"['pd', 'pd', 'R']"
62,2,252,235,32,3,0,1,145,76,6,4,301,50,231,12,"['d', 'd', 'L']"
62,2,252,235,32,3,0,1,145,75,5,4,303,50,231,13,"['pd', 'd', 'pd']"
62,2,252,235,32,3,0,1,145,75,4,4,304,50,231,14,"['pd', 'd', 'L']"
61,3,252,234,32,3,0,1,145,75,4,4,304,51,231,1,"['L', 'pd', 'R']"
63,0,252,234,32,3,0,1,145,75,4,4,304,51,232,2,"['C', 'L', 'L']"
63,2,249,235,32,3,0,1,145,75,4,4,304,51,232,3,"['L', 'L', 'R']"
63,2,249,232,34,3,0,1,145,75,4,4,304,51,233,4,"['R', 'R', 'C']"
63,2,249,232,33,3,0,0,145,75,4,4,304,51,235,5,"['pd', 'C', 'C']"
63,2,249,232,33,2,1,0,145,75,4,4,304,51,235,6,"['d', 'd', 'R']"
63,2,249,232,33,3,0,0,145,75,4,4,304,51,235,7,['L']
63,2,249,232,33,3,0,0,145,75,4,4,304,51,235,8,[]
63,2,249,232,33,3,0,0,144,75,3,4,304,51,237,9,"['pd', 'C', 'C']"
63,2,249,232,33,3,0,0,145,75,3,3,304,51,237,10,"['pd', 'L', 'd']"
63,2,249,232,33,3,0,0,145,76,2,3,304,51,237,11,"['d', 'L', 'd']"
63,2,249,232,33,3,0,0,145,76,2,2,304,51,238,12,"['C', 'd', 'd']"
63,2,249,232,33,2,0,0,145,76,2,3,303,51,239,13,"['C', 'L', 'pd']"
63,2,249,232,33,2,0,0,145,76,2,3,303,50,240,14,"['d', 'd', 'C']"
60,3,249,232,33,2,0,0,145,76,2,3,303,50,242,1,"['R', 'C', 'C']"
60,1,250,232,33,2,0,0,145,76,2,3,303,50,243,2,"['R', 'C', 'd']"
60,1,251,232,33,2,0,0,145,76,2,2,303,50,243,3,"['d', 'pd', 'd']"
60,1,252,230,34,2,0,0,145,76,2,2,303,50,243,4,"['R', 'd', 'L']"
60,1,252,230,32,3,0,0,145,76,2,2,303,50,244,5,"['d', 'C', 'R']"
60,1,252,230,33,3,0,0,145,76,1,2,303,50,244,6,"['pd', 'd', 'L']"
60,1,252,230,33,3,0,0,145,76,1,2,303,50,244,7,[]
60,1,252,230,33,3,0,0,145,76,1,2,303,50,244,8,[]
59,1,252,230,33,3,0,0,146,76,1,2,303,50,244,9,"['d', 'pd', 'd']"
59,0,251,230,33,3,0,0,146,77,2,2,303,50,244,10,"['R', 'pd', 'pd']"
59,0,251,230,33,3,0,0,146,77,0,2,303,50,246,11,"['C', 'C']"
59,0,251,230,33,3,0,0,146,77,1,1,303,50,246,12,"['d', 'L']"
59,0,251,230,33,3,0,0,146,77,1,1,300,52,247,13,"['R', 'R', 'C']"
60,0,251,230,33,3,0,0,146,77,1,1,300,51,247,14,"['d', 'd', 'R']"
62,0,251,230,32,3,0,0,146,77,1,0,300,51,247,1,"['pd', 'd', 'pd']"
62,0,251,230,32,3,0,0,146,77,1,0,300,51,247,2,[]
62,1,250,230,32,3,0,0,146,77,1,0,300,51,247,3,"['d', 'L', 'd']"
62,1,250,228,33,3,0,0,146,77,1,0,300,51,248,4,"['d', 'R', 'C']"
62,1,250,228,31,4,0,0,146,77,1,0,300,51,249,5,"['d', 'C', 'R']"
62,1,250,228,32,2,0,0,146,77,1,0,300,51,250,6,"['d', 'C', 'L']"
62,1,250,228,32,2,0,0,146,77,1,0,300,51,250,7,[]
62,1,250,228,32,2,0,0,146,77,1,0,300,51,250,8,[]
62,1,250,227,32,2,0,1,145,78,1,0,300,51,250,9,"['L', 'pd', 'R']"
62,1,250,227,32,2,0,1,145,77,2,0,300,51,250,10,"['d', 'R', 'd']"
62,1,250,227,32,2,0,1,145,77,2,0,300,51,250,11,"['d', 'd']"
62,1,250,227,32,2,0,1,145,77,2,0,300,51,250,12,[]
62,1,250,227,32,1,0,1,145,77,2,1,299,52,250,13,"['R', 'pd', 'L']"
64,1,250,227,32,1,0,1,145,77,2,1,300,49,250,14,"['R', 'L', 'R']"
62,1,250,227,32,1,0,1,145,77,2,1,300,51,250,1,"['L', 'd', 'L']"
62,0,250,227,32,1,0,1,145,77,2,1,300,51,251,2,['C']
62,0,249,227,32,1,0,1,145,76,2,1,300,51,253,3,"['C', 'C', 'pd']"
61,0,250,227,32,1,0,1,145,76,2,1,300,51,253,4,"['L', 'pd', 'd']"
61,0,250,229,29,1,0,1,145,76,2,1,300,51,254,5,"['L', 'C', 'L']"
61,0,250,229,29,1,0,1,145,76,2,1,300,51,254,6,['d']
61,0,250,229,29,1,0,1,145,76,2,1,300,51,254,7,[]
61,0,250,229,29,1,0,0,146,76,2,1,300,51,254,8,['R']
61,0,250,229,29,1,0,0,145,77,2,1,300,51,254,9,"['R', 'd', 'd']"
61,0,250,229,29,1,0,0,145,76,2,1,300,51,255,10,"['d', 'd', 'C']"
61,0,250,229,29,1,0,0,145,76,0,2,300,51,256,11,"['C', 'R']"
61,0,250,229,29,1,0,0,145,76,0,2,300,51,256,12,"['d', 'd']"
61,0,250,229,29,1,0,0,145,75,0,2,299,52,257,13,"['C', 'pd', 'R']"
61,0,250,229,29,1,0,0,145,75,0,2,299,50,259,14,"['d', 'C', 'C']"
60,1,250,229,29,1,0,0,145,74,0,2,299,51,259,1,"['R', 'pd', 'L']"
61,0,250,229,29,1,0,0,145,74,0,2,299,51,259,2,['L']
61,0,248,230,29,1,0,0,145,74,0,2,299,51,260,3,"['d', 'R', 'C']"
61,0,250,227,30,1,0,0,145,74,0,2,299,51,260,4,"['L', 'L', 'R']"
60,0,250,227,29,2,0,0,145,74,0,2,299,51,261,5,"['R', 'pd', 'C']"
60,0,250,227,29,2,0,0,145,74,0,2,299,51,261,6,"['d', 'd']"
60,0,250,227,29,2,0,0,145,74,0,2,299,51,261,7,[]
60,0,250,227,29,2,0,0,145,74,0,2,299,51,261,8,[]
59,0,250,227,29,2,0,0,144,75,0,2,299,51,262,9,"['R', 'pd', 'C']"
59,0,250,226,29,2,0,0,144,74,0,2,299,51,264,10,"['C', 'pd', 'C']"
59,0,250,226,29,2,0,0,144,74,0,2,299,51,264,11,[]
59,0,250,226,29,2,0,0,144,73,0,2,299,51,265,12,"['pd', 'C']"
59,0,250,226,29,2,0,0,144,73,0,3,297,52,265,13,"['d', 'L', 'R']"
60,0,250,226,29,2,0,0,144,73,0,3,298,49,266,14,"['L', 'C', 'R']"
57,1,250,226,29,2,0,0,144,73,0,3,298,50,267,1,"['R', 'L', 'C']"
57,1,250,226,29,2,0,0,144,73,0,3,298,50,267,2,['d']
57,1,250,227,29,2,0,0,143,73,0,3,298,50,267,3,"['d', 'pd', 'R']"
57,1,251,224,29,2,0,0,143,73,0,3,298,50,269,4,"['L', 'C', 'C']"
57,1,251,225,28,2,0,0,143,73,0,3,298,50,269,5,"['L', 'd', 'd']"
57,1,250,225,28,2,1,0,143,73,0,3,298,50,269,6,"['R', 'pd']"
57,1,250,225,28,2,0,0,143,73,0,3,298,50,270,7,['C']
57,1,250,225,28,2,0,0,143,73,0,3,298,50,270,8,[]
57,1,250,225,28,2,0,1,142,73,0,3,298,50,270,9,"['d', 'd', 'L']"
57,1,250,225,28,2,0,1,142,72,0,3,298,50,271,10,"['d', 'd', 'C']"
57,1,250,225,28,2,0,1,142,72,0,3,298,50,271,11,[]
57,1,250,225,28,2,0,1,142,72,1,1,299,50,271,12,"['L', 'd', 'R']"
57,1,250,225,28,2,0,1,142,72,1,1,298,50,272,13,"['d', 'd', 'C']"
57,1,250,225,28,2,0,1,142,72,1,1,298,49,273,14,"['C', 'd', 'd']"
55,1,250,225,28,2,0,1,142,72,1,1,298,49,275,1,"['C', 'C', 'd']"
56,0,250,225,28,2,0,1,142,72,1,1,298,49,275,2,['L']
56,1,247,225,28,2,0,1,142,72,1,1,298,49,277,3,"['L', 'C', 'C']"
56,1,248,223,29,2,0,1,142,72,1,1,298,49,277,4,"['R', 'L', 'd']"
56,1,248,223,30,2,0,1,142,72,0,1,298,49,277,5,"['d', 'pd', 'd']"
56,1,248,223,30,2,0,1,142,72,0,1,298,49,277,6,"['d', 'd']"
56,1,248,223,30,2,0,1,142,72,0,1,298,49,277,7,[]
55,1,248,223,30,2,0,2,142,72,0,1,298,49,277,8,['pd']
55,1,248,223,30,2,0,2,140,72,0,1,298,49,279,9,"['C', 'C', 'd']"
55,1,248,223,30,2,0,2,140,71,0,1,298,49,280,10,"['C', 'd', 'd']"
55,1,248,223,30,2,0,2,140,71,0,1,298,49,280,11,[]
55,1,248,223,30,2,0,2,140,71,1,0,298,49,280,12,['L']
55,1,248,223,30,2,0,2,140,71,1,1,296,49,281,13,"['C', 'd', 'L']"
56,1,248,223,30,2,0,2,140,71,1,1,296,47,282,14,"['R', 'C', 'd']"
56,1,248,223,30,2,0,2,140,71,1,1,296,47,282,1,"['d', 'd', 'd']"
57,0,248,223,30,2,0,2,140,71,1,1,296,47,282,2,['L']
57,0,247,223,30,2,0,2,140,71,1,1,296,47,283,3,"['d', 'C', 'd']"
57,0,248,221,31,2,0,2,140,71,1,1,296,47,283,4,"['L', 'd', 'R']"
57,0,247,222,31,2,0,2,140,71,1,1,296,47,283,5,"['pd', 'd', 'L']"
57,0,247,222,31,3,0,2,140,71,0,1,296,47,283,6,"['d', 'pd']"
57,0,247,222,31,3,0,2,140,71,0,1,296,47,283,7,[]
57,0,247,222,31,3,1,1,140,71,0,1,296,47,283,8,"['d', 'L']"
57,0,247,222,31,3,1,1,138,71,0,1,296,47,285,9,"['d', 'C', 'C']"
57,0,247,222,31,3,1,1,138,69,1,1,296,47,286,10,"['R', 'C', 'd']"
57,0,247,222,31,3,1,1,138,69,0,2,296,47,286,11,['R']
57,0,247,222,30,3,1,1,138,69,0,3,296,47,286,12,"['d', 'pd']"
57,0,247,222,30,3,1,1,138,69,0,3,294,48,287,13,"['R', 'd', 'C']"
57,0,247,222,30,3,1,1,138,69,0,3,296,45,288,14,"['C', 'L', 'L']"
58,0,246,222,30,3,0,1,138,69,0,3,296,46,288,1,"['pd', 'pd', 'L']"
58,0,246,222,30,3,0,1,138,69,0,3,296,46,288,2,[]
58,1,245,222,30,3,0,1,138,69,0,3,296,46,288,3,"['d', 'd', 'L']"
57,1,245,222,31,3,0,1,138,69,0,3,296,46,288,4,"['R', 'd', 'pd']"
57,1,245,222,31,4,0,1,138,69,0,3,295,46,288,5,"['pd', 'd', 'R']"
57,1,245,222,32,4,0,1,138,68,0,3,295,46,288,6,"['pd', 'L', 'd']"
57,1,245,222,32,4,0,1,138,68,0,3,295,46,288,7,[]
57,1,245,222,32,4,0,1,138,68,0,3,295,46,288,8,['d']
57,0,245,222,32,4,0,1,137,69,0,3,295,46,289,9,"['pd', 'R', 'C']"
57,0,245,222,32,4,0,1,137,66,2,3,295,46,290,10,"['R', 'C', 'R']"
57,0,245,222,32,4,0,0,137,66,3,3,295,46,290,11,"['d', 'pd']"
57,0,245,222,32,4,0,0,137,66,3,1,297,46,290,12,"['d', 'R', 'R']"
57,0,245,222,32,4,0,0,137,66,3,1,295,47,291,13,"['C', 'R', 'd']"
57,0,245,222,32,4,0,0,137,66,3,1,295,46,292,14,"['d', 'd', 'C']"
58,0,245,222,32,4,0,0,136,66,3,1,294,46,293,1,"['pd', 'C', 'pd']"
58,0,245,222,32,4,0,0,136,66,3,1,294,46,293,2,[]
58,1,245,222,31,4,0,0,136,66,3,1,294,46,293,3,"['pd', 'd', 'L']"
58,1,246,220,31,4,0,0,136,66,3,1,294,46,294,4,"['C', 'd', 'L']"
58,1,246,220,31,4,0,0,136,66,2,1,294,46,295,5,"['pd', 'd', 'C']"
57,1,246,220,31,4,0,0,136,66,2,1,294,46,296,6,"['C', 'pd', 'd']"
57,1,246,220,31,4,0,0,136,66,2,1,294,46,296,7,[]
57,1,246,220,31,4,0,0,136,66,2,1,294,46,296,8,[]
57,1,246,220,31,4,0,1,133,67,2,1,294,46,297,9,"['C', 'L', 'R']"
57,1,246,220,31,4,0,1,134,66,2,1,294,46,297,10,"['d', 'd', 'L']"
57,1,246,219,31,4,0,1,134,67,2,1,294,46,297,11,"['L', 'pd']"
57,1,246,219,31,4,0,0,134,67,2,2,294,46,297,12,['pd']
57,0,246,219,31,4,0,0,134,67,2,2,293,46,299,13,"['pd', 'C', 'C']"
58,0,246,219,31,4,0,0,134,67,2,1,293,46,299,14,"['d', 'R', 'pd']"
55,2,246,219,31,4,0,0,134,67,2,1,293,46,300,1,"['R', 'R', 'C']"
55,1,246,219,31,4,0,0,134,67,2,1,293,46,301,2,"['C', 'd']"
55,3,243,219,31,4,0,0,134,67,2,1,293,46,302,3,"['L', 'C', 'L']"
55,3,243,217,31,4,0,0,134,67,2,1,293,46,304,4,"['C', 'd', 'C']"
55,3,243,218,29,5,0,0,134,67,2,1,293,46,304,5,"['R', 'd', 'L']"
55,3,243,218,30,3,1,0,134,67,2,1,293,46,304,6,"['R', 'd', 'L']"
55,3,243,218,30,4,0,0,134,67,2,1,293,46,304,7,['L']
55,3,243,218,30,4,0,0,134,67,2,1,293,46,304,8,[]
55,3,243,218,30,4,0,1,133,68,2,0,293,46,304,9,"['L', 'R', 'pd']"
55,3,243,218,30,4,0,1,133,68,2,0,293,45,305,10,"['d', 'pd', 'C']"
55,3,243,218,30,4,0,1,133,69,0,1,293,45,305,11,"['L', 'R']"
55,3,243,218,30,4,0,1,133,69,0,1,293,45,305,12,['d']
55,3,242,218,30,4,0,1,133,69,0,1,292,45,307,13,"['C', 'pd', 'C']"
55,3,242,218,30,4,0,0,133,68,0,1,292,46,308,14,"['C', 'pd', 'pd']"
53,4,242,218,30,4,0,0,133,68,0,1,292,47,308,1,"['R', 'L', 'd']"
54,2,242,218,30,4,0,0,133,68,0,1,292,47,309,2,"['C', 'd', 'L']"
54,2,241,220,30,3,0,0,133,68,0,1,292,47,309,3,"['R', 'R', 'pd']"
54,2,242,220,30,3,0,0,132,68,0,1,292,47,309,4,"['L', 'd', 'pd']"
54,1,242,220,30,3,0,0,132,68,0,1,292,47,310,5,"['d', 'C', 'pd']"
54,1,242,220,31,0,2,0,132,68,0,1,292,47,310,6,"['R', 'R', 'L']"
54,1,242,220,31,0,0,1,132,68,0,1,292,47,311,7,"['C', 'R']"
54,1,242,220,31,0,1,0,132,68,0,1,292,47,311,8,['L']
54,1,242,220,31,0,1,1,129,69,0,1,292,47,312,9,"['L', 'C', 'R']"
54,1,242,220,31,0,1,1,129,67,2,1,292,47,312,10,"['d', 'R', 'R']"
54,1,242,220,31,0,1,1,129,68,1,1,292,47,312,11,"['L', 'd']"
54,1,242,220,31,0,1,1,129,68,2,0,292,47,312,12,['L']
54,1,242,220,31,0,1,1,129,68,2,0,291,47,313,13,"['C', 'd', 'd']"
54,1,242,220,31,0,1,1,129,68,2,0,293,44,314,14,"['L', 'L', 'C']"
54,2,242,220,31,0,1,1,129,68,2,0,292,44,314,1,"['d', 'R', 'pd']"
54,0,242,220,31,0,1,1,129,68,2,0,292,44,316,2,"['C', 'C']"
54,1,241,220,31,0,1,1,129,68,2,0,292,43,317,3,"['L', 'pd', 'C']"
54,1,241,220,32,0,1,1,129,67,2,0,292,43,317,4,"['pd', 'R', 'd']"
54,1,241,223,29,0,1,1,129,67,2,0,292,43,317,5,"['L', 'L', 'L']"
54,1,241,223,29,0,1,1,129,67,2,0,292,43,317,6,[]
54,1,241,223,29,1,0,1,129,67,2,0,292,43,317,7,['L']
54,1,241,223,29,1,1,0,129,67,2,0,292,43,317,8,['L']
54,1,241,223,29,1,1,1,129,67,1,0,292,43,317,9,"['L', 'pd', 'd']"
54,1,241,223,29,1,1,1,129,64,3,0,292,43,318,10,"['R', 'C', 'R']"
54,1,240,223,29,1,1,1,129,64,3,0,292,43,319,11,"['C', 'd', 'pd']"
54,1,240,223,29,1,1,1,129,64,3,0,292,43,319,12,[]
54,1,240,223,29,1,1,1,129,64,3,1,291,43,319,13,"['d', 'd', 'L']"
56,1,240,223,29,1,1,1,129,63,3,1,291,42,319,14,"['pd', 'R', 'R']"
57,2,240,222,28,1,1,1,129,63,3,1,291,42,319,1,"['R', 'pd', 'pd']"
57,0,240,222,28,1,1,1,129,63,3,1,291,42,321,2,"['C', 'C']"
57,0,238,223,28,1,1,1,129,63,3,1,291,42,322,3,"['C', 'R', 'd']"
57,0,238,221,28,1,1,1,129,63,3,1,291,42,324,4,"['C', 'C', 'd']"
57,0,238,222,26,2,1,1,129,63,3,1,291,42,324,5,"['d', 'L', 'R']"
57,0,238,222,26,0,1,1,129,63,3,1,291,42,326,6,"['C', 'C']"
57,0,238,222,26,0,2,1,129,63,3,1,291,41,326,7,['pd']
57,0,238,222,26,0,2,0,129,63,3,1,291,41,327,8,['C']
57,0,238,222,26,0,2,0,128,64,3,1,291,41,327,9,"['d', 'R', 'd']"
56,0,238,222,26,0,2,0,129,63,3,1,291,41,328,10,"['C', 'L', 'pd']"
56,0,238,222,26,0,2,0,129,63,2,1,291,41,329,11,"['C', 'd', 'd']"
56,0,238,222,26,0,2,0,129,63,2,0,291,41,330,12,['C']
56,0,238,222,26,0,2,0,129,62,2,0,291,41,331,13,"['d', 'pd', 'C']"
57,0,238,222,26,0,2,0,129,62,2,0,292,38,332,14,"['L', 'R', 'C']"
55,1,238,222,26,0,2,0,129,62,2,0,292,39,332,1,"['R', 'L', 'd']"
55,1,238,222,26,0,2,0,129,62,2,0,292,39,332,2,['d']
55,1,238,222,25,0,2,0,129,62,2,0,292,39,333,3,"['pd', 'C', 'd']"
55,0,239,221,25,0,2,0,129,62,2,0,292,39,334,4,"['L', 'pd', 'C']"
55,0,239,221,23,0,2,0,129,62,2,0,292,39,336,5,"['C', 'C', 'd']"
55,0,239,221,23,0,2,0,129,62,2,0,292,39,336,6,[]
55,0,239,221,23,0,1,1,129,62,2,0,292,39,336,7,"['R', 'd']"
55,0,239,221,23,0,1,2,129,62,2,0,292,38,336,8,['pd']
55,0,239,221,23,0,1,2,128,62,2,0,292,38,337,9,"['d', 'd', 'C']"
55,0,239,221,23,0,1,2,128,62,2,0,292,38,337,10,"['d', 'd', 'd']"
55,0,239,221,23,0,1,2,128,63,0,1,292,38,337,11,"['L', 'R']"
55,0,239,221,23,0,1,2,128,63,0,1,292,38,337,12,['d']
55,0,239,221,23,0,1,2,128,63,0,2,289,38,339,13,"['L', 'C', 'C']"
55,0,239,221,23,0,1,2,128,63,0,2,290,36,340,14,"['d', 'L', 'C']"
53,0,239,221,23,0,1,2,128,63,0,2,290,36,342,1,"['d', 'C', 'C']"
53,0,239,221,23,0,1,2,128,63,0,2,290,36,342,2,[]
53,2,238,221,23,0,1,1,128,63,0,2,290,36,342,3,"['L', 'L', 'pd']"
53,1,239,220,24,0,1,1,128,63,0,2,290,36,342,4,"['R', 'pd', 'L']"
53,1,239,222,22,0,1,1,128,63,0,2,290,36,342,5,"['d', 'L', 'L']"
53,1,239,222,22,0,1,1,128,63,0,2,290,36,342,6,[]
53,1,239,222,22,0,0,2,128,63,0,2,290,36,342,7,['R']
53,1,239,222,21,0,0,2,129,63,0,2,290,36,342,8,"['R', 'pd']"
53,1,239,221,21,0,0,2,129,64,0,2,290,36,342,9,"['pd', 'R', 'd']"
53,1,239,221,21,0,0,2,130,63,0,2,290,36,342,10,"['d', 'L', 'd']"
53,1,239,221,21,0,0,2,130,63,0,2,290,36,342,11,[]
53,1,239,221,21,0,0,2,130,63,0,0,291,36,343,12,"['C', 'R']"
53,1,239,221,20,0,0,2,130,63,0,0,292,36,343,13,"['pd', 'd', 'd']"
53,1,239,221,20,0,0,1,130,62,0,0,293,37,343,14,"['pd', 'pd', 'L']"
53,1,239,221,19,0,0,1,130,62,0,0,293,38,343,1,"['L', 'd', 'pd']"
53,2,239,221,19,0,0,1,130,62,0,0,292,38,343,2,['pd']
53,3,237,222,19,0,0,1,130,62,0,0,292,38,343,3,"['d', 'R', 'L']"
53,3,237,222,19,0,0,1,130,62,0,0,292,38,343,4,"['d', 'd', 'd']"
53,2,237,222,18,1,0,1,130,62,0,0,292,38,344,5,"['C', 'pd', 'R']"
53,2,237,222,19,0,0,1,130,62,0,0,292,38,344,6,['L']
53,2,237,222,19,0,0,1,130,62,0,0,292,38,344,7,[]
53,2,237,222,19,0,0,2,130,62,0,0,291,38,344,8,['pd']
53,2,237,222,19,0,0,2,128,64,0,0,291,38,344,9,"['d', 'R', 'R']"
53,2,237,222,19,0,0,2,129,62,0,0,291,38,345,10,"['L', 'C', 'd']"
53,2,237,222,19,0,0,2,129,62,0,0,291,38,345,11,[]
53,2,237,222,19,0,0,2,129,62,0,0,291,38,345,12,[]
53,2,237,222,18,0,0,2,129,62,0,0,290,38,347,13,"['C', 'pd', 'C']"
53,2,237,221,18,0,0,2,129,62,0,0,290,38,348,14,"['C', 'd', 'pd']"
53,3,237,221,18,0,0,1,129,62,0,0,290,38,348,1,"['R', 'pd', 'd']"
53,0,239,221,18,0,0,1,129,62,0,0,290,38,349,2,"['C', 'R', 'R']"
53,0,239,222,18,0,0,1,129,61,0,0,290,38,349,3,"['R', 'pd', 'd']"
53,0,239,222,18,0,0,1,129,61,0,0,290,38,349,4,"['d', 'd', 'd']"
53,0,239,223,16,0,0,1,129,61,0,0,290,38,350,5,"['d', 'C', 'L']"
53,0,239,223,16,0,0,1,129,61,0,0,290,38,350,6,[]
53,0,239,223,16,0,0,1,129,61,0,0,290,38,350,7,[]
53,0,239,223,16,0,0,1,129,61,0,0,290,38,350,8,['d']
